timestamp,domain,track_id,callsign_name,region,anomaly_score,risk_level,scatter_x,scatter_y
09:45:51,SEA,613471602,OCEAN WINGS         ,Strait of Hormuz,19,Low,0.2793,-0.5200
09:45:51,AIR,FLIGHT-70c125,OMA844  ,Strait of Hormuz,25,Low,0.1549,-0.7823
09:45:51,AIR,FLIGHT-800b30,AXB192  ,Strait of Hormuz,23,Low,-1.1229,1.5972
09:45:51,AIR,FLIGHT-716ff9,SVA562  ,Strait of Hormuz,23,Low,-0.3441,0.2525
09:45:50,SEA,477521300,SITC MAKASSAR       ,Strait of Hormuz,27,Low,-0.2750,-0.9273
09:45:50,AIR,FLIGHT-010298,MSR683  ,Strait of Hormuz,4,Low,0.7935,0.2995
09:45:50,AIR,FLIGHT-800738,AIC3003 ,Strait of Hormuz,23,Low,0.0273,0.1991
09:45:50,AIR,FLIGHT-801862,IGO17E  ,Strait of Hormuz,23,Low,0.1256,0.9363
09:45:49,AIR,FLIGHT-8966c3,ETD26N  ,Strait of Hormuz,23,Low,0.0554,-0.7151
09:45:49,AIR,FLIGHT-8016a1,AKJ618  ,Strait of Hormuz,23,Low,0.7138,1.2687
09:45:49,AIR,FLIGHT-89653a,ETD9TC  ,Strait of Hormuz,32,Medium,1.5390,0.9902
09:45:49,AIR,FLIGHT-800d2d,IGO5146 ,Strait of Hormuz,4,Low,-0.6314,0.1685
09:45:48,AIR,FLIGHT-75044b,MAS1    ,Strait of Hormuz,23,Low,0.9597,0.5696
09:45:48,AIR,FLIGHT-801663,IGO802  ,Strait of Hormuz,23,Low,-0.3889,-0.8657
09:45:48,AIR,FLIGHT-06a1e8,QTR72J  ,Strait of Hormuz,23,Low,-0.4648,0.1531
09:45:48,AIR,FLIGHT-4bb264,THY099  ,Strait of Hormuz,5,Low,0.2905,0.0076
09:45:47,AIR,FLIGHT-801403,AXB196  ,Strait of Hormuz,4,Low,0.3246,-1.3500
09:45:47,AIR,FLIGHT-800da2,SEJ5023 ,Strait of Hormuz,25,Low,-0.1458,0.4413
09:45:47,AIR,FLIGHT-894059,GFA271  ,Strait of Hormuz,16,Low,-0.2875,0.6908
09:45:47,AIR,FLIGHT-71157e,FAD654  ,Strait of Hormuz,4,Low,0.2809,-0.5082
09:45:46,AIR,FLIGHT-8007b2,IGO531P ,Strait of Hormuz,23,Low,-0.6335,-0.6724
09:45:46,AIR,FLIGHT-04008c,ETH3691 ,Strait of Hormuz,23,Low,-0.8040,1.0704
09:45:46,AIR,FLIGHT-80189b,GOA3411 ,Strait of Hormuz,23,Low,-0.4475,0.5310
09:45:46,AIR,FLIGHT-4bb268,THY3HL  ,Strait of Hormuz,23,Low,-0.2884,0.3152
09:45:45,AIR,FLIGHT-80044d,AXB91K  ,Strait of Hormuz,23,Low,-0.6402,-0.6613
09:45:45,AIR,FLIGHT-896513,FDB64C  ,Strait of Hormuz,4,Low,-0.1813,0.5371
09:45:45,AIR,FLIGHT-761481,ABQ471  ,Strait of Hormuz,23,Low,-0.1977,-0.7092
09:45:45,AIR,FLIGHT-896745,ABY822  ,Strait of Hormuz,23,Low,-0.3892,-1.1138
09:45:44,AIR,FLIGHT-896623,UAE101  ,Strait of Hormuz,4,Low,-1.2119,0.0703
09:45:44,AIR,FLIGHT-151e07,SDM5953 ,Strait of Hormuz,4,Low,0.4863,-0.3222
09:45:44,AIR,FLIGHT-010205,MSR901  ,Strait of Hormuz,23,Low,0.5952,0.1334
09:45:44,AIR,FLIGHT-801502,IGO6513 ,Strait of Hormuz,23,Low,-0.4166,1.1678
09:45:43,AIR,FLIGHT-80165e,AXB418  ,Strait of Hormuz,23,Low,-0.8478,0.5268
09:45:43,AIR,FLIGHT-8964d4,FDB23L  ,Strait of Hormuz,23,Low,0.0800,1.8580
09:45:43,AIR,FLIGHT-4b186f,PJZ238  ,Strait of Hormuz,23,Low,-0.3990,-0.0689
09:45:43,AIR,FLIGHT-8014ce,IGO312  ,Strait of Hormuz,23,Low,0.2585,0.5720
09:45:43,AIR,FLIGHT-801903,IGO085  ,Strait of Hormuz,8,Low,-0.2622,0.2110
09:45:42,AIR,FLIGHT-06a1ec,QTR47V  ,Strait of Hormuz,23,Low,-0.1427,0.6613
09:45:42,AIR,FLIGHT-80159e,AIC44K  ,Strait of Hormuz,23,Low,0.7093,-0.1733
09:45:42,AIR,FLIGHT-80177d,IGO675  ,Strait of Hormuz,23,Low,1.0223,-0.2619
09:45:41,AIR,FLIGHT-80159c,AIC8TB  ,Strait of Hormuz,31,Medium,-1.0357,-0.2524
09:45:41,AIR,FLIGHT-744841,RJA272  ,Strait of Hormuz,23,Low,0.1220,-0.9585
09:45:41,AIR,FLIGHT-05a088,8QRAA   ,Strait of Hormuz,4,Low,-0.0386,0.3229
09:45:41,AIR,FLIGHT-4bc88f,PGT603  ,Strait of Hormuz,26,Low,-0.3455,-1.0468
09:45:41,SEA,419002053,SAHYADRI            ,Strait of Hormuz,37,Medium,0.4682,-0.7802
09:45:40,AIR,FLIGHT-abd336,GTI573  ,Strait of Hormuz,23,Low,0.2402,0.7112
09:45:40,AIR,FLIGHT-896502,ADY142  ,Strait of Hormuz,23,Low,-0.3886,0.7409
09:45:40,AIR,FLIGHT-80148d,IGO475  ,Strait of Hormuz,23,Low,0.0023,-0.5275
09:45:40,AIR,FLIGHT-507caa,MFX557  ,Strait of Hormuz,24,Low,0.0827,1.5664
09:45:39,AIR,FLIGHT-80148d,IGO475  ,Strait of Hormuz,23,Low,-0.5510,0.1421
09:45:39,AIR,FLIGHT-801431,IGO670E ,Strait of Hormuz,27,Low,-0.5560,0.3664
09:45:39,AIR,FLIGHT-70c11e,OMA298  ,Strait of Hormuz,23,Low,-0.3136,-0.3643
09:45:39,AIR,FLIGHT-80148f,Unknown Aircraft,Strait of Hormuz,23,Low,0.8278,0.3104
09:45:38,AIR,FLIGHT-51016c,BRU795  ,Strait of Hormuz,23,Low,1.0159,0.1719
09:45:38,AIR,FLIGHT-896121,UAE338  ,Strait of Hormuz,26,Low,0.5829,-0.0800
09:45:38,AIR,FLIGHT-4bb109,THY056  ,Strait of Hormuz,24,Low,-0.6056,-0.8505
09:45:38,AIR,FLIGHT-896333,FDB756  ,Strait of Hormuz,20,Low,-0.3628,0.5367
09:45:37,AIR,FLIGHT-8015d2,IGO7419 ,Strait of Hormuz,23,Low,0.0868,-0.4529
09:45:37,AIR,FLIGHT-800b81,SEJ128  ,Strait of Hormuz,41,Medium,0.1887,-0.0036
09:45:37,AIR,FLIGHT-74482d,RJA191  ,Strait of Hormuz,23,Low,-0.0289,0.0094
09:45:37,AIR,FLIGHT-896555,FDB7GE  ,Strait of Hormuz,23,Low,0.5068,-0.6400
09:45:36,AIR,FLIGHT-040143,ETH628  ,Strait of Hormuz,23,Low,0.2995,-0.9242
09:45:36,AIR,FLIGHT-8963d0,UAE17K  ,Strait of Hormuz,23,Low,0.6769,-0.2820
09:45:36,AIR,FLIGHT-70aa71,RNA230  ,Strait of Hormuz,25,Low,-0.4026,0.0839
09:45:36,AIR,FLIGHT-151e07,SDM5953 ,Strait of Hormuz,4,Low,-0.2521,-0.0902
09:45:35,AIR,FLIGHT-68332b,VSV5380 ,Strait of Hormuz,23,Low,-0.2095,-1.3744
09:45:35,AIR,FLIGHT-80180b,Unknown Aircraft,Strait of Hormuz,19,Low,-0.9391,-0.0114
09:45:35,AIR,FLIGHT-8018c8,IGO343  ,Strait of Hormuz,23,Low,-0.7135,-0.5678
09:45:35,AIR,FLIGHT-06a2e4,QTR983  ,Strait of Hormuz,24,Low,-0.1077,0.4027
09:45:34,AIR,FLIGHT-74482f,RJA613  ,Strait of Hormuz,4,Low,-0.0572,-0.3373
09:45:34,AIR,FLIGHT-80044c,AXB532  ,Strait of Hormuz,23,Low,0.9030,-0.7675
09:45:34,AIR,FLIGHT-896713,ETD416  ,Strait of Hormuz,4,Low,0.6772,0.7921
09:45:34,AIR,FLIGHT-8965aa,A6BEC   ,Strait of Hormuz,21,Low,0.3532,0.4473
09:45:33,AIR,FLIGHT-040143,ETH628  ,Strait of Hormuz,23,Low,-0.2922,0.3426
09:45:33,AIR,FLIGHT-7105b0,SVA834  ,Strait of Hormuz,23,Low,0.3620,0.1158
09:45:33,AIR,FLIGHT-8965fa,ADY267  ,Strait of Hormuz,32,Medium,-0.0139,0.1174
09:45:33,SEA,563209500,CUL SHEKOU          ,Strait of Hormuz,24,Low,-0.4865,0.1013
09:45:32,AIR,FLIGHT-8015e8,VTRRN   ,Strait of Hormuz,23,Low,-1.0775,0.8695
09:45:32,SEA,622123240,MECCA               ,Strait of Hormuz,19,Low,0.8628,-0.7523
09:45:32,AIR,FLIGHT-7020b8,UBG142  ,Strait of Hormuz,19,Low,-0.6382,-0.0165
09:45:32,AIR,FLIGHT-801409,AIC8CK  ,Strait of Hormuz,14,Low,-0.3349,0.4247
09:45:31,AIR,FLIGHT-71001f,FAD666  ,Strait of Hormuz,23,Low,0.3484,0.0675
09:45:31,AIR,FLIGHT-75044e,MAS4    ,Strait of Hormuz,23,Low,0.5879,1.2354
09:45:31,AIR,FLIGHT-801571,IGO7157 ,Strait of Hormuz,23,Low,-0.8073,-1.6109
09:45:31,AIR,FLIGHT-4bc88f,PGT603  ,Strait of Hormuz,26,Low,1.0504,0.3054
09:45:30,AIR,FLIGHT-801422,IGO5268 ,Strait of Hormuz,23,Low,-0.4850,0.0813
09:45:30,AIR,FLIGHT-8963c9,ABY246  ,Strait of Hormuz,25,Low,-1.0980,-0.8551
09:45:30,AIR,FLIGHT-70aa71,RNA230  ,Strait of Hormuz,25,Low,0.3038,0.4603
09:45:30,AIR,FLIGHT-06a12f,QTR948  ,Strait of Hormuz,4,Low,-0.2743,0.4500
09:45:29,AIR,FLIGHT-801551,IGO6815 ,Strait of Hormuz,25,Low,-0.9687,0.6295
09:45:29,AIR,FLIGHT-7394bf,4XOLG   ,Strait of Hormuz,23,Low,-0.4220,0.0836
09:45:29,AIR,FLIGHT-896713,ETD416  ,Strait of Hormuz,4,Low,1.0076,-0.3870
09:45:29,AIR,FLIGHT-70c150,OMS391  ,Strait of Hormuz,23,Low,-0.6376,-0.2500
09:45:28,AIR,FLIGHT-7100b3,SVA806  ,Strait of Hormuz,23,Low,-0.1996,0.5507
09:45:28,AIR,FLIGHT-716ff9,SVA562  ,Strait of Hormuz,23,Low,-0.5028,-0.1315
09:45:28,SEA,273274660,FINVAL              ,Strait of Hormuz,33,Medium,-0.4437,1.0164
09:45:28,AIR,FLIGHT-801874,AXB939  ,Strait of Hormuz,23,Low,-0.6283,0.2609
09:45:27,AIR,FLIGHT-801669,IGO058  ,Strait of Hormuz,23,Low,0.4462,0.6750
09:45:27,AIR,FLIGHT-7448a2,RJA432  ,Strait of Hormuz,38,Medium,-1.3914,-0.4514
09:45:27,AIR,FLIGHT-06a1b6,A7GAC   ,Strait of Hormuz,25,Low,-0.1976,0.7995
09:45:27,AIR,FLIGHT-739350,4XCNA   ,Strait of Hormuz,29,Low,0.2271,0.2513
09:45:27,AIR,FLIGHT-800c4a,AIC6RT  ,Strait of Hormuz,23,Low,-0.4394,0.2363
09:45:26,AIR,FLIGHT-894094,GFA965  ,Strait of Hormuz,4,Low,0.8997,0.8952
09:45:26,SEA,372254000,CD FORTUNE          ,Strait of Hormuz,20,Low,-0.6989,1.2008
09:45:26,AIR,FLIGHT-882da2,KMI714  ,Strait of Hormuz,23,Low,0.3232,-0.6294
09:45:26,AIR,FLIGHT-801571,IGO7157 ,Strait of Hormuz,23,Low,-0.9126,0.1380
09:45:25,SEA,563288100,SEASPAN GLORY       ,Strait of Hormuz,19,Low,-0.3808,-0.5282
09:45:25,AIR,FLIGHT-80167b,AIC5MQ  ,Strait of Hormuz,23,Low,0.0541,0.0173
09:45:25,AIR,FLIGHT-801828,IGO2296 ,Strait of Hormuz,23,Low,-0.3428,0.3031
09:45:25,AIR,FLIGHT-7020a2,UBG184  ,Strait of Hormuz,28,Low,0.2311,0.2227
09:45:24,AIR,FLIGHT-89653a,ETD9TC  ,Strait of Hormuz,32,Medium,0.5663,0.9179
09:45:24,SEA,273274660,FINVAL              ,Strait of Hormuz,33,Medium,-1.6300,0.3787
09:45:24,AIR,FLIGHT-80044c,AXB532  ,Strait of Hormuz,23,Low,0.6099,-0.0439
09:45:24,AIR,FLIGHT-801410,Unknown Aircraft,Strait of Hormuz,8,Low,0.8353,-0.3970
09:45:23,AIR,FLIGHT-8965f8,ABY145  ,Strait of Hormuz,25,Low,-0.8831,-0.4510
09:45:23,AIR,FLIGHT-01023e,MSC503  ,Strait of Hormuz,23,Low,0.8478,-0.0758
09:45:23,AIR,FLIGHT-800c70,IGO6057 ,Strait of Hormuz,25,Low,1.4517,0.7094
09:45:23,AIR,FLIGHT-8965f9,ADY134  ,Strait of Hormuz,32,Medium,1.1260,0.8410
09:45:22,SEA,273122220,SPHERE              ,Strait of Hormuz,41,Medium,-1.6452,-0.6489
09:45:22,AIR,FLIGHT-801553,AIC1852 ,Strait of Hormuz,32,Medium,0.3384,1.4206
09:45:22,AIR,FLIGHT-70605e,KAC417  ,Strait of Hormuz,25,Low,0.0645,0.2461
09:45:22,AIR,FLIGHT-77044c,ALK152  ,Strait of Hormuz,23,Low,-0.0903,0.3263
09:45:21,AIR,FLIGHT-06a0aa,QTR2L   ,Strait of Hormuz,8,Low,0.4901,-0.3858
09:45:21,AIR,FLIGHT-801580,SDG164  ,Strait of Hormuz,4,Low,1.0437,-0.0576
09:45:21,AIR,FLIGHT-7c4927,QFA2    ,Strait of Hormuz,24,Low,-0.1517,-0.7229
09:45:21,AIR,FLIGHT-80172c,IGO418V ,Strait of Hormuz,32,Medium,-0.7482,-0.4256
09:45:21,AIR,FLIGHT-7609ad,ABQ413  ,Strait of Hormuz,26,Low,-0.1668,0.1928
09:45:20,AIR,FLIGHT-452180,ADZ9087 ,Strait of Hormuz,23,Low,-0.2608,0.5812
09:45:20,AIR,FLIGHT-70aa6f,HIM766  ,Strait of Hormuz,4,Low,0.8857,-0.2807
09:45:20,AIR,FLIGHT-801591,AXB1462 ,Strait of Hormuz,24,Low,-0.4381,0.3506
09:45:20,SEA,613414707,SILVAR              ,Strait of Hormuz,19,Low,0.1339,0.3239
09:45:19,AIR,FLIGHT-06a0b5,QTR860  ,Strait of Hormuz,23,Low,-0.0173,-0.4046
09:45:19,AIR,FLIGHT-801562,IGO5095 ,Strait of Hormuz,23,Low,-0.5639,-0.6410
09:45:19,AIR,FLIGHT-801816,Unknown Aircraft,Strait of Hormuz,19,Low,0.0121,-0.2599
09:45:19,AIR,FLIGHT-800c4a,AIC6RT  ,Strait of Hormuz,23,Low,-0.2306,-0.9300
09:45:18,AIR,FLIGHT-06a2eb,QTR152  ,Strait of Hormuz,4,Low,-0.0859,0.6989
09:45:18,AIR,FLIGHT-80044c,AXB532  ,Strait of Hormuz,23,Low,0.3591,0.3440
09:45:18,AIR,FLIGHT-80165e,AXB418  ,Strait of Hormuz,23,Low,-0.7218,0.3856
09:45:18,AIR,FLIGHT-800c4b,AIC5EB  ,Strait of Hormuz,23,Low,-0.2603,-0.1940
09:45:17,AIR,FLIGHT-896689,FDB444  ,Strait of Hormuz,23,Low,-0.4468,-0.6751
09:45:17,AIR,FLIGHT-896718,ABY351  ,Strait of Hormuz,38,Medium,0.7614,0.2119
09:45:17,AIR,FLIGHT-8014db,AIC5KE  ,Strait of Hormuz,8,Low,0.0654,-0.0912
09:45:17,AIR,FLIGHT-4b9df5,THY6199 ,Strait of Hormuz,23,Low,-0.3048,0.6358
09:45:16,AIR,FLIGHT-8014f4,IGO9732 ,Strait of Hormuz,23,Low,0.5560,-0.3238
09:45:16,AIR,FLIGHT-4b191f,Unknown Aircraft,Strait of Hormuz,23,Low,-0.2646,0.3416
09:45:16,SEA,622110051,PAN GG              ,Strait of Hormuz,19,Low,-0.4108,0.3490
09:45:16,SEA,622166811,SVITZER SUEZ 1      ,Strait of Hormuz,19,Low,0.0999,0.6265
09:45:15,SEA,253000041,BOS PATIENCE        ,Strait of Hormuz,19,Low,0.2883,0.0195
09:45:15,AIR,FLIGHT-800c07,AIC2354 ,Strait of Hormuz,23,Low,-0.4403,-0.6203
09:45:15,AIR,FLIGHT-80146d,IGO7345 ,Strait of Hormuz,4,Low,-0.0228,0.0779
09:45:14,AIR,FLIGHT-76099a,PIA258  ,Strait of Hormuz,24,Low,0.0965,0.2255
09:45:14,AIR,FLIGHT-8015ef,AXB1001 ,Strait of Hormuz,23,Low,0.1147,-0.6153
09:45:14,AIR,FLIGHT-8016da,IGO5414 ,Strait of Hormuz,8,Low,0.2055,0.1533
09:45:13,AIR,FLIGHT-8965cb,ROJ009  ,Strait of Hormuz,23,Low,0.1317,0.4657
09:45:13,AIR,FLIGHT-896713,ETD416  ,Strait of Hormuz,4,Low,-0.9177,0.4144
09:45:13,AIR,FLIGHT-801581,IGO6224 ,Strait of Hormuz,24,Low,0.1142,0.4835
09:45:12,AIR,FLIGHT-896356,ETD9677 ,Strait of Hormuz,8,Low,0.8866,0.3572
09:45:12,AIR,FLIGHT-8005f1,AIC158  ,Strait of Hormuz,23,Low,0.1180,0.6889
09:45:12,AIR,FLIGHT-4bc88f,PGT603  ,Strait of Hormuz,26,Low,-0.1232,0.3806
09:45:11,AIR,FLIGHT-801591,AXB1462 ,Strait of Hormuz,24,Low,0.8457,0.4709
09:45:11,AIR,FLIGHT-06a1ec,QTR47V  ,Strait of Hormuz,23,Low,-0.3753,1.0281
09:45:11,AIR,FLIGHT-800d2c,IGO5004 ,Strait of Hormuz,23,Low,0.6580,-0.5364
09:45:11,AIR,FLIGHT-801746,IGO326H ,Strait of Hormuz,24,Low,0.0350,-0.7991
09:45:10,AIR,FLIGHT-801663,IGO802  ,Strait of Hormuz,23,Low,-1.5055,0.8215
09:45:10,AIR,FLIGHT-801591,AXB1462 ,Strait of Hormuz,24,Low,0.2789,-0.6983
09:45:10,AIR,FLIGHT-77044c,ALK152  ,Strait of Hormuz,23,Low,0.1478,0.1946
09:45:09,AIR,FLIGHT-896308,Unknown Aircraft,Strait of Hormuz,23,Low,-0.6114,0.1212
09:45:09,AIR,FLIGHT-801427,IGO773  ,Strait of Hormuz,23,Low,0.1987,-1.0343
09:45:09,AIR,FLIGHT-0101cd,RBG318  ,Strait of Hormuz,23,Low,0.4492,0.9137
09:45:08,AIR,FLIGHT-894095,GFA501  ,Strait of Hormuz,24,Low,-0.1339,0.4958
09:45:08,AIR,FLIGHT-89900f,CAL082  ,Strait of Hormuz,23,Low,0.3815,-0.1363
09:45:08,AIR,FLIGHT-151e38,KAR3546 ,Strait of Hormuz,23,Low,0.8948,0.7000
09:45:07,SEA,219110000,VAYENGA MAERSK,Strait of Hormuz,43,Medium,0.1834,1.1063
09:45:07,SEA,622123240,MECCA               ,Strait of Hormuz,19,Low,-1.1054,-0.0290
09:45:07,AIR,FLIGHT-70204a,BBC336  ,Strait of Hormuz,25,Low,0.1295,-1.3162
09:45:06,AIR,FLIGHT-801672,AIC6LZ  ,Strait of Hormuz,23,Low,0.5003,0.4079
09:45:06,AIR,FLIGHT-896615,UAE9831 ,Strait of Hormuz,23,Low,0.5338,0.5926
09:45:06,AIR,FLIGHT-801571,IGO7157 ,Strait of Hormuz,23,Low,0.0530,0.1831
09:45:06,AIR,FLIGHT-05a088,8QRAA   ,Strait of Hormuz,4,Low,0.8307,-0.1294
09:45:05,AIR,FLIGHT-801828,IGO2296 ,Strait of Hormuz,23,Low,0.2159,0.0524
09:45:05,AIR,FLIGHT-06a2e4,QTR983  ,Strait of Hormuz,24,Low,-0.0284,-0.9066
09:45:05,AIR,FLIGHT-06a376,QTR870  ,Strait of Hormuz,23,Low,0.3915,0.2124
09:45:04,AIR,FLIGHT-89664c,ETD404  ,Strait of Hormuz,23,Low,0.6957,-0.2648
09:45:04,AIR,FLIGHT-801508,AKJ1882 ,Strait of Hormuz,23,Low,-0.9806,1.0960
09:45:04,AIR,FLIGHT-8017f7,AIC130  ,Strait of Hormuz,4,Low,-0.3608,-0.0089
09:45:03,AIR,FLIGHT-8016da,IGO5414 ,Strait of Hormuz,8,Low,-0.4676,0.7667
09:45:03,AIR,FLIGHT-8965cd,FDB3JE  ,Strait of Hormuz,29,Low,1.2155,0.1965
09:45:03,AIR,FLIGHT-50016b,T7KBI   ,Strait of Hormuz,23,Low,0.3127,0.4419
09:45:03,AIR,FLIGHT-8965d4,FDB5EX  ,Strait of Hormuz,4,Low,0.0518,-0.2381
09:45:03,AIR,FLIGHT-80163d,IGO6083 ,Strait of Hormuz,25,Low,0.6547,0.4688
09:45:02,AIR,FLIGHT-4d2011,SVA798  ,Strait of Hormuz,4,Low,-0.3923,-0.0723
09:45:02,AIR,FLIGHT-70605e,KAC417  ,Strait of Hormuz,25,Low,-0.7823,0.6238
09:45:02,AIR,FLIGHT-894095,GFA501  ,Strait of Hormuz,24,Low,-0.0765,0.0860
09:45:02,SEA,622123219,OBOOR               ,Strait of Hormuz,35,Medium,0.9497,0.7506
09:45:01,AIR,FLIGHT-8014c4,AIC2AT  ,Strait of Hormuz,19,Low,0.1541,0.0962
09:45:01,AIR,FLIGHT-8966df,Unknown Aircraft,Strait of Hormuz,4,Low,0.0925,-0.6947
09:45:01,AIR,FLIGHT-8014f2,AKJ552C ,Strait of Hormuz,23,Low,0.4140,0.7987
09:45:00,AIR,FLIGHT-89653a,ETD9TC  ,Strait of Hormuz,32,Medium,-1.4212,-0.9965
09:45:00,AIR,FLIGHT-896555,FDB7GE  ,Strait of Hormuz,23,Low,0.0309,0.4546
09:44:59,AIR,FLIGHT-801642,AXB78C  ,Strait of Hormuz,19,Low,0.1449,0.0786
09:44:59,AIR,FLIGHT-801439,AIC3XP  ,Strait of Hormuz,8,Low,0.1656,-0.1219
09:44:59,AIR,FLIGHT-4bc8e1,PGT407  ,Strait of Hormuz,23,Low,-0.9126,-0.0718
09:44:58,AIR,FLIGHT-80087e,FOLOWME7,Strait of Hormuz,5,Low,0.3512,0.5159
09:44:58,AIR,FLIGHT-896601,ABY040  ,Strait of Hormuz,23,Low,-0.5940,-0.5440
09:44:58,SEA,461000285,SIRAJ,Strait of Hormuz,19,Low,0.8565,-0.0057
09:44:57,AIR,FLIGHT-801849,SDG621  ,Strait of Hormuz,23,Low,-0.8425,0.4240
09:44:57,AIR,FLIGHT-0100df,MSR043  ,Strait of Hormuz,17,Low,-0.4120,-0.8624
09:44:57,AIR,FLIGHT-4080f1,HGO836  ,Strait of Hormuz,23,Low,0.5564,-0.0611
09:44:56,AIR,FLIGHT-06a2af,QTR30J  ,Strait of Hormuz,8,Low,0.2002,-0.1049
09:44:56,AIR,FLIGHT-70612e,JZR532  ,Strait of Hormuz,27,Low,-0.0794,-0.3761
09:44:56,AIR,FLIGHT-06a0aa,QTR2L   ,Strait of Hormuz,8,Low,-0.9190,0.9966
09:44:55,AIR,FLIGHT-801811,AKJ770K ,Strait of Hormuz,23,Low,0.0591,-1.5520
09:44:55,AIR,FLIGHT-801591,AXB1462 ,Strait of Hormuz,24,Low,-0.9565,-1.0937
09:44:55,AIR,FLIGHT-80173c,IGO6460 ,Strait of Hormuz,32,Medium,-0.1539,-0.3161
09:44:54,AIR,FLIGHT-8018dd,IGO011  ,Strait of Hormuz,4,Low,-0.0189,-0.3540
09:44:54,AIR,FLIGHT-7448a3,RJA300  ,Strait of Hormuz,8,Low,-0.0719,0.2469
09:44:54,AIR,FLIGHT-06e02c,RWD304  ,Strait of Hormuz,29,Low,0.0883,-0.2032
09:44:53,AIR,FLIGHT-8014d3,IGO964  ,Strait of Hormuz,24,Low,-0.4273,0.6513
09:44:53,AIR,FLIGHT-8966df,Unknown Aircraft,Strait of Hormuz,4,Low,-0.6793,-1.4424
