timestamp,domain,track_id,callsign_name,region,anomaly_score,risk_level,scatter_x,scatter_y
13:04:20,AIR,FLIGHT-010240,MSC031  ,Strait of Hormuz,8,Low,1.0895,0.1734
13:04:20,AIR,FLIGHT-780b33,CES223  ,Strait of Hormuz,23,Low,0.2517,-0.0069
13:04:19,AIR,FLIGHT-896335,FDB794  ,Strait of Hormuz,20,Low,0.8868,-0.9616
13:04:19,SEA,419000633,SAMUDRA RATNAKAR,Strait of Hormuz,29,Low,-0.3150,-1.0329
13:04:19,AIR,FLIGHT-801662,Unknown Aircraft,Strait of Hormuz,23,Low,0.2500,-0.2204
13:04:18,AIR,FLIGHT-406a9c,BAW256  ,Strait of Hormuz,23,Low,0.2330,-0.6044
13:04:18,AIR,FLIGHT-4bb26f,THY4DU  ,Strait of Hormuz,23,Low,-0.4594,-0.5387
13:04:18,AIR,FLIGHT-896187,UAE751  ,Strait of Hormuz,23,Low,-1.2801,0.6860
13:04:17,AIR,FLIGHT-70c13d,OMS287  ,Strait of Hormuz,23,Low,-0.4175,0.0530
13:04:17,AIR,FLIGHT-896557,FDB1481 ,Strait of Hormuz,23,Low,-1.0654,-0.7170
13:04:16,AIR,FLIGHT-a4a7fd,N4AP    ,Strait of Hormuz,23,Low,0.8636,0.4395
13:04:16,AIR,FLIGHT-761481,ABQ471  ,Strait of Hormuz,23,Low,0.0490,0.3724
13:04:15,AIR,FLIGHT-89639b,UAE20   ,Strait of Hormuz,20,Low,0.9671,-0.6248
13:04:15,AIR,FLIGHT-80161e,AKJ1372 ,Strait of Hormuz,23,Low,-0.1462,-0.3764
13:04:15,AIR,FLIGHT-8016a1,AKJ618  ,Strait of Hormuz,23,Low,0.3739,0.4307
13:04:14,AIR,FLIGHT-8016ae,AXB2786 ,Strait of Hormuz,23,Low,1.0672,0.1314
13:04:14,AIR,FLIGHT-8018b9,IGO357L ,Strait of Hormuz,23,Low,0.9302,0.2609
13:04:14,AIR,FLIGHT-760a0d,FJL855  ,Strait of Hormuz,23,Low,0.4386,-0.2771
13:04:13,AIR,FLIGHT-06a2e6,QTR52A  ,Strait of Hormuz,19,Low,-0.1091,0.0020
13:04:13,AIR,FLIGHT-010251,MSC021  ,Strait of Hormuz,23,Low,-0.2867,-0.0318
13:04:13,SEA,667002468,AZORIN              ,Strait of Hormuz,19,Low,0.3109,1.4616
13:04:12,AIR,FLIGHT-80163f,AIC1RL  ,Strait of Hormuz,23,Low,0.9545,0.4726
13:04:12,AIR,FLIGHT-894095,GFA501  ,Strait of Hormuz,25,Low,-0.1426,-0.3876
13:04:12,AIR,FLIGHT-407ea0,DHK076  ,Strait of Hormuz,23,Low,-0.1972,-0.8489
13:04:11,AIR,FLIGHT-800c4a,AIC3ZS  ,Strait of Hormuz,23,Low,0.6603,-0.0355
13:04:11,AIR,FLIGHT-8962d0,ABY070  ,Strait of Hormuz,23,Low,-0.3309,0.0282
13:04:10,AIR,FLIGHT-4bc8da,PGT7261 ,Strait of Hormuz,23,Low,0.6459,-0.8913
13:04:10,AIR,FLIGHT-507cab,MFX3321 ,Strait of Hormuz,23,Low,0.2970,-0.3755
13:04:10,AIR,FLIGHT-a98ac9,UNIDENT ,Strait of Hormuz,39,Medium,1.6769,0.3472
13:04:09,AIR,FLIGHT-738287,ISR355  ,Strait of Hormuz,23,Low,-0.5245,-0.3724
13:04:09,AIR,FLIGHT-896615,UAE9831 ,Strait of Hormuz,29,Low,-0.0760,-0.4592
13:04:09,AIR,FLIGHT-4ba954,THY70   ,Strait of Hormuz,23,Low,0.3178,0.3645
13:04:08,AIR,FLIGHT-040198,ETH684  ,Strait of Hormuz,23,Low,0.9531,0.1272
13:04:08,AIR,FLIGHT-507cbb,SGA2564 ,Strait of Hormuz,23,Low,-1.0478,0.0819
13:04:08,AIR,FLIGHT-717cea,KNE245  ,Strait of Hormuz,23,Low,-0.3281,0.0222
13:04:07,AIR,FLIGHT-70c0fb,OMA834  ,Strait of Hormuz,23,Low,-0.5439,0.7749
13:04:07,AIR,FLIGHT-800738,AIC3003 ,Strait of Hormuz,23,Low,-0.0542,-0.6605
13:04:07,AIR,FLIGHT-80187d,IGO533  ,Strait of Hormuz,23,Low,-0.4590,-0.1191
13:04:06,AIR,FLIGHT-80174c,IGO7PC  ,Strait of Hormuz,23,Low,0.7859,-0.2603
13:04:06,AIR,FLIGHT-47b0e7,IGO81Q  ,Strait of Hormuz,23,Low,0.1192,0.7704
13:04:06,SEA,613471602,OCEAN WINGS         ,Strait of Hormuz,19,Low,-0.0008,0.2049
13:04:05,AIR,FLIGHT-80183b,IGO6107 ,Strait of Hormuz,23,Low,-0.5637,0.7601
13:04:05,AIR,FLIGHT-89618c,UAE366  ,Strait of Hormuz,25,Low,-1.2877,0.4848
13:04:05,AIR,FLIGHT-8966c5,ETD47B  ,Strait of Hormuz,4,Low,-0.8797,0.9859
13:04:05,AIR,FLIGHT-8015e8,VTRRN   ,Strait of Hormuz,23,Low,-0.6066,-0.5636
13:04:04,AIR,FLIGHT-7020bc,AWA443  ,Strait of Hormuz,23,Low,-0.2779,0.1518
13:04:04,AIR,FLIGHT-896513,FDB64C  ,Strait of Hormuz,4,Low,-0.1599,-0.3354
13:04:04,AIR,FLIGHT-717c85,SVA713  ,Strait of Hormuz,23,Low,-0.3462,-0.0377
13:04:03,AIR,FLIGHT-0100db,MSR694  ,Strait of Hormuz,29,Low,-1.4024,-0.6826
13:04:03,AIR,FLIGHT-89640b,FVS222  ,Strait of Hormuz,23,Low,0.4985,-1.2317
13:04:02,AIR,FLIGHT-8960f2,UAE802  ,Strait of Hormuz,16,Low,0.9407,-0.1844
13:04:02,AIR,FLIGHT-a9aba2,ETD9681 ,Strait of Hormuz,23,Low,0.0142,-0.2784
13:04:02,AIR,FLIGHT-710102,SVA993  ,Strait of Hormuz,23,Low,-0.9149,1.3295
13:04:01,AIR,FLIGHT-8965d0,FDB920  ,Strait of Hormuz,29,Low,0.6634,-0.3659
13:04:01,AIR,FLIGHT-70c125,Unknown Aircraft,Strait of Hormuz,37,Medium,1.5342,0.3699
13:04:00,AIR,FLIGHT-70aa71,RNA230  ,Strait of Hormuz,23,Low,1.0260,0.1746
13:04:00,AIR,FLIGHT-89667e,UAE827  ,Strait of Hormuz,23,Low,-0.4249,-0.3438
13:03:59,AIR,FLIGHT-8015d9,IGO516V ,Strait of Hormuz,23,Low,0.1126,1.2249
13:03:59,SEA,311002148,FORTUNE PROSPERITY  ,Strait of Hormuz,23,Low,-0.2834,-0.4300
13:03:58,AIR,FLIGHT-801811,AKJ770K ,Strait of Hormuz,23,Low,-0.2045,1.3243
13:03:58,AIR,FLIGHT-8965f9,ADY456  ,Strait of Hormuz,23,Low,-0.6730,-0.7553
13:03:58,AIR,FLIGHT-801409,AIC8PX  ,Strait of Hormuz,25,Low,-0.6520,-0.1699
13:03:58,AIR,FLIGHT-7020a9,UBG153  ,Strait of Hormuz,23,Low,-0.3539,0.2366
13:03:57,AIR,FLIGHT-801591,AXB1462 ,Strait of Hormuz,32,Medium,1.6697,0.8429
13:03:56,AIR,FLIGHT-70c103,OMA252  ,Strait of Hormuz,23,Low,0.4497,0.7573
13:03:56,AIR,FLIGHT-800d0f,IGO5052 ,Strait of Hormuz,23,Low,0.4517,-0.8244
13:03:56,AIR,FLIGHT-801467,VTHLU   ,Strait of Hormuz,23,Low,-0.5575,0.0591
13:03:55,AIR,FLIGHT-8966df,Unknown Aircraft,Strait of Hormuz,4,Low,0.2818,-0.4704
13:03:55,AIR,FLIGHT-89652d,ABY714  ,Strait of Hormuz,23,Low,0.0456,0.2046
13:03:55,AIR,FLIGHT-8014cf,IGO9150 ,Strait of Hormuz,23,Low,1.2601,0.5670
13:03:54,AIR,FLIGHT-800ba2,VTGVT   ,Strait of Hormuz,23,Low,-0.4565,0.0301
13:03:54,AIR,FLIGHT-06a2f2,QTR74C  ,Strait of Hormuz,23,Low,0.2766,-0.5289
13:03:54,SEA,622166811,SVITZER SUEZ 1      ,Strait of Hormuz,19,Low,-0.0630,-0.4792
13:03:53,AIR,FLIGHT-4bb268,THY3HL  ,Strait of Hormuz,23,Low,0.2809,0.0431
13:03:53,AIR,FLIGHT-8960f2,UAE802  ,Strait of Hormuz,16,Low,-0.8992,-0.3865
13:03:52,AIR,FLIGHT-8014ca,IOA204  ,Strait of Hormuz,23,Low,-0.5513,-0.0591
13:03:52,AIR,FLIGHT-8018b9,IGO357L ,Strait of Hormuz,23,Low,-0.0461,-0.0933
13:03:51,AIR,FLIGHT-3c459a,BOX728  ,Strait of Hormuz,23,Low,0.5306,0.1838
13:03:51,AIR,FLIGHT-800c48,AIC2JS  ,Strait of Hormuz,23,Low,0.6859,-1.3035
13:03:50,AIR,FLIGHT-80168a,AXB2147 ,Strait of Hormuz,25,Low,0.0081,-0.1267
13:03:50,AIR,FLIGHT-4851ad,KLM809  ,Strait of Hormuz,23,Low,0.3559,-1.1774
13:03:49,AIR,FLIGHT-89655c,UAE51N  ,Strait of Hormuz,23,Low,-0.2920,0.1816
13:03:49,AIR,FLIGHT-80185f,IGO6542 ,Strait of Hormuz,23,Low,-1.0568,0.6401
13:03:49,AIR,FLIGHT-896441,ETD925  ,Strait of Hormuz,23,Low,-0.6120,0.1336
13:03:48,AIR,FLIGHT-8a08b2,LNI112  ,Strait of Hormuz,23,Low,-0.1391,-0.1934
13:03:48,AIR,FLIGHT-80164f,AIC1XB  ,Strait of Hormuz,22,Low,-1.2254,-1.1168
13:03:48,AIR,FLIGHT-896193,UAE6JL  ,Strait of Hormuz,23,Low,0.3126,0.6195
13:03:47,AIR,FLIGHT-8965d1,FDB4JZ  ,Strait of Hormuz,25,Low,0.1365,-0.5738
13:03:47,AIR,FLIGHT-8965e1,ADY315  ,Strait of Hormuz,23,Low,-0.4619,0.1830
13:03:47,SEA,273274660,FINVAL              ,Strait of Hormuz,33,Medium,1.7641,-0.2706
13:03:46,AIR,FLIGHT-508429,SEU7345 ,Strait of Hormuz,25,Low,0.5363,0.0454
13:03:46,AIR,FLIGHT-8016d4,IGO294Y ,Strait of Hormuz,27,Low,0.1402,2.1708
13:03:45,AIR,FLIGHT-77044c,ALK152  ,Strait of Hormuz,26,Low,0.6469,-1.0017
13:03:45,AIR,FLIGHT-801554,Unknown Aircraft,Strait of Hormuz,23,Low,0.1193,-0.5158
13:03:44,AIR,FLIGHT-8016e1,IGO1062 ,Strait of Hormuz,23,Low,0.2228,0.1455
13:03:44,AIR,FLIGHT-683274,VSV5266 ,Strait of Hormuz,23,Low,0.6657,-0.6007
13:03:43,AIR,FLIGHT-503c4c,SQB940  ,Strait of Hormuz,23,Low,-0.2392,-0.5590
13:03:43,AIR,FLIGHT-80057d,AIC9TC  ,Strait of Hormuz,23,Low,-0.2449,0.0970
13:03:43,AIR,FLIGHT-70209b,BBC207  ,Strait of Hormuz,23,Low,-0.1800,-0.8090
13:03:42,AIR,FLIGHT-80172c,IGO418V ,Strait of Hormuz,19,Low,0.5017,-0.3692
13:03:41,AIR,FLIGHT-80141d,AIC5TV  ,Strait of Hormuz,23,Low,-0.1433,0.0166
13:03:41,AIR,FLIGHT-896452,UAE819  ,Strait of Hormuz,23,Low,-0.2368,-0.6349
13:03:41,AIR,FLIGHT-a9aba2,ETD9681 ,Strait of Hormuz,23,Low,0.1623,-0.1143
13:03:40,AIR,FLIGHT-801662,Unknown Aircraft,Strait of Hormuz,23,Low,-0.8697,0.5570
13:03:40,AIR,FLIGHT-8013ed,Unknown Aircraft,Strait of Hormuz,24,Low,-0.9760,0.4526
13:03:39,AIR,FLIGHT-80153e,Unknown Aircraft,Strait of Hormuz,23,Low,-0.2261,-0.7583
13:03:38,AIR,FLIGHT-89640b,FVS222  ,Strait of Hormuz,23,Low,-0.4457,1.0458
13:03:38,AIR,FLIGHT-711504,FAD965  ,Strait of Hormuz,25,Low,-0.1763,0.6748
13:03:38,AIR,FLIGHT-05a088,8QRAA   ,Strait of Hormuz,23,Low,0.4899,0.9842
13:03:37,AIR,FLIGHT-801638,AXB1521 ,Strait of Hormuz,23,Low,0.2743,-0.5394
13:03:37,AIR,FLIGHT-896643,FDB391  ,Strait of Hormuz,23,Low,-0.4512,0.7872
13:03:36,AIR,FLIGHT-89900f,CAL082  ,Strait of Hormuz,23,Low,-0.5595,-0.1419
13:03:36,AIR,FLIGHT-89620d,UAE510  ,Strait of Hormuz,19,Low,1.0039,0.2991
13:03:36,AIR,FLIGHT-8964fb,ETD2NP  ,Strait of Hormuz,4,Low,0.7022,0.0858
13:03:35,AIR,FLIGHT-8964da,ABY151  ,Strait of Hormuz,23,Low,0.9038,0.2551
13:03:35,AIR,FLIGHT-89670a,ADY175  ,Strait of Hormuz,23,Low,0.3706,0.3339
13:03:34,AIR,FLIGHT-8965e1,ADY315  ,Strait of Hormuz,23,Low,0.0645,-0.3773
13:03:34,AIR,FLIGHT-896644,FDB9CE  ,Strait of Hormuz,43,Medium,-0.7691,-0.1942
13:03:33,AIR,FLIGHT-68332b,VSV5380 ,Strait of Hormuz,23,Low,0.8151,0.4769
13:03:32,AIR,FLIGHT-8013e3,IGO6EW  ,Strait of Hormuz,31,Medium,0.4995,-0.7690
13:03:31,AIR,FLIGHT-896462,ETD42B  ,Strait of Hormuz,8,Low,0.1901,-0.2069
13:03:31,AIR,FLIGHT-744825,RJA723  ,Strait of Hormuz,23,Low,0.6979,0.3320
13:03:31,AIR,FLIGHT-8013cc,AIC4308 ,Strait of Hormuz,25,Low,0.3215,-0.5513
13:03:30,AIR,FLIGHT-040065,ETH617  ,Strait of Hormuz,23,Low,1.4822,-0.5097
13:03:30,SEA,538012851,ARADA,Strait of Hormuz,26,Low,0.0952,0.8064
13:03:29,AIR,FLIGHT-896617,UAE9442 ,Strait of Hormuz,19,Low,0.1117,0.4755
13:03:29,AIR,FLIGHT-8966c3,ETD26N  ,Strait of Hormuz,23,Low,-0.2009,-0.3262
13:03:29,AIR,FLIGHT-452199,AIZ1163 ,Strait of Hormuz,23,Low,0.3605,0.1517
13:03:28,AIR,FLIGHT-801470,IGO23EP ,Strait of Hormuz,23,Low,0.5182,-0.4007
13:03:28,AIR,FLIGHT-801725,IGO294W ,Strait of Hormuz,33,Medium,0.9373,1.3218
13:03:27,AIR,FLIGHT-3c670f,DLH772  ,Strait of Hormuz,23,Low,0.2343,0.5633
13:03:27,AIR,FLIGHT-70a8e9,SHA432  ,Strait of Hormuz,23,Low,0.5650,-0.1303
13:03:27,AIR,FLIGHT-800536,VTUPM   ,Strait of Hormuz,19,Low,-0.6341,-0.6329
13:03:26,AIR,FLIGHT-801877,AXB59N  ,Strait of Hormuz,23,Low,0.9314,0.3649
13:03:26,AIR,FLIGHT-8014f7,IGO212W ,Strait of Hormuz,8,Low,-1.4965,-0.4225
13:03:25,AIR,FLIGHT-896313,UAE9J   ,Strait of Hormuz,23,Low,-0.0664,0.3251
13:03:24,AIR,FLIGHT-800cfb,IGO9021 ,Strait of Hormuz,8,Low,0.7849,-0.0079
13:03:24,SEA,273271560,AKKORD              ,Strait of Hormuz,19,Low,0.2164,0.7777
13:03:23,AIR,FLIGHT-896185,UAE34Y  ,Strait of Hormuz,23,Low,-0.9593,-0.2963
13:03:23,AIR,FLIGHT-70e08d,SEJ5156 ,Strait of Hormuz,23,Low,1.1124,-0.7841
13:03:23,AIR,FLIGHT-451e90,AIZ166  ,Strait of Hormuz,30,Medium,0.4404,0.5711
13:03:22,AIR,FLIGHT-452199,AIZ1163 ,Strait of Hormuz,23,Low,0.0671,-0.0031
13:03:22,AIR,FLIGHT-800ba2,VTGVT   ,Strait of Hormuz,23,Low,-0.7390,-0.2465
13:03:22,AIR,FLIGHT-80141f,IGO642V ,Strait of Hormuz,19,Low,-0.2053,-0.9094
13:03:22,AIR,FLIGHT-885106,THA936  ,Strait of Hormuz,23,Low,0.4205,-0.1738
13:03:21,AIR,FLIGHT-896119,UAE247  ,Strait of Hormuz,23,Low,0.3773,-0.0362
13:03:21,AIR,FLIGHT-896111,        ,Strait of Hormuz,12,Low,0.4545,0.0940
13:03:21,AIR,FLIGHT-70a8eb,BHA503  ,Strait of Hormuz,23,Low,0.4946,0.2042
13:03:20,AIR,FLIGHT-800b12,IGO2060 ,Strait of Hormuz,23,Low,0.4158,0.1449
13:03:20,AIR,FLIGHT-4c808d,BBG752  ,Strait of Hormuz,28,Low,-0.7684,-0.3216
13:03:20,AIR,FLIGHT-717ccf,KNE2989 ,Strait of Hormuz,26,Low,0.3314,-0.4225
13:03:20,AIR,FLIGHT-801687,VTXIC   ,Strait of Hormuz,4,Low,-0.0821,0.3824
13:03:19,AIR,FLIGHT-896727,ABY527  ,Strait of Hormuz,23,Low,0.0046,0.4850
13:03:19,AIR,FLIGHT-800b82,SEJ815  ,Strait of Hormuz,23,Low,-0.2018,-0.8937
13:03:19,AIR,FLIGHT-8966bd,ETD213  ,Strait of Hormuz,23,Low,0.3467,-0.7924
13:03:19,AIR,FLIGHT-4ba948,THY84   ,Strait of Hormuz,23,Low,0.2235,-0.1648
13:03:18,AIR,FLIGHT-4bc8d4,PGT741  ,Strait of Hormuz,23,Low,-0.7184,-0.9055
13:03:18,AIR,FLIGHT-3a3493,ACI500  ,Strait of Hormuz,23,Low,-1.7941,0.9972
13:03:18,AIR,FLIGHT-801396,AIC4DE  ,Strait of Hormuz,24,Low,0.4283,-0.0514
13:03:18,AIR,FLIGHT-7609f1,FJL841  ,Strait of Hormuz,23,Low,-0.7369,0.1095
13:03:17,AIR,FLIGHT-76ccd1,SIA7352 ,Strait of Hormuz,23,Low,-0.3750,-0.5478
13:03:17,AIR,FLIGHT-75053f,MAS104  ,Strait of Hormuz,23,Low,-0.6672,-1.2750
13:03:17,AIR,FLIGHT-70605e,KAC417  ,Strait of Hormuz,33,Medium,1.1278,0.3182
13:03:17,AIR,FLIGHT-801678,IGO305F ,Strait of Hormuz,23,Low,-0.4770,0.2801
13:03:16,AIR,FLIGHT-801626,AXB1256 ,Strait of Hormuz,23,Low,0.5168,0.8115
13:03:16,AIR,FLIGHT-7020bb,S2MKM   ,Strait of Hormuz,23,Low,0.5213,0.2586
13:03:16,AIR,FLIGHT-89637d,ETD610  ,Strait of Hormuz,23,Low,0.3624,0.6975
13:03:15,AIR,FLIGHT-8016c8,AXB847  ,Strait of Hormuz,23,Low,0.2741,0.2355
13:03:15,AIR,FLIGHT-8964e3,UAE83M  ,Strait of Hormuz,23,Low,-0.2925,-0.3156
13:03:15,AIR,FLIGHT-06a0f9,QTR1436 ,Strait of Hormuz,23,Low,-0.8105,1.3671
13:03:15,AIR,FLIGHT-801548,AKJ1513 ,Strait of Hormuz,23,Low,0.0344,0.3245
13:03:14,AIR,FLIGHT-8016ce,IGO6144 ,Strait of Hormuz,23,Low,0.1753,-0.3040
